id,title,dating.year,dating.yearEarly,dating.yearLate,objectTypes.0,principalMakers.0.name,principalMakers.1.name,principalMakers.2.name,principalMakers.3.name,productionPlaces.0,description,webImage.url,classification.places.0,classification.places.1,classification.places.2,classification.places.3,classification.places.5,classification.places.6,classification.places.7,classification.places.8
"en-RP-P-OB-20.579","Regulierspoort",1652,1652,1656,"prent","Reinier Nooms","Reinier Nooms","Cornelis Danckerts (I)",,"Nederland","De oude Regulierspoort, gezien langs de stadswal. Brug over het kanaal, waarop een man loopt met zijn vee, op de oever vele mensen. De poort werd in 1655 vervangen door een nieuwe.","http://lh3.ggpht.com/TWi2YTMjauQHCXbLDASp6v4-AqjU1QYxMeA40bkqeECWI8e7HRPY0lYA1_yn4Z_R93jr4p-_O0m0n8nu7--mNvbH1Qs=s0","Regulierspoort (Amsterdam)",,,,,,,
"en-RP-P-OB-20.581","Haarlemmerpoort",1652,1652,1656,"prent","Reinier Nooms","Reinier Nooms",,,"Nederland","Stadsmuur met de Haarlemmerpoort. Geheel links de molen 'de Beer'.","http://lh3.ggpht.com/LKDriDVLT3V5JnJUkAFaXX_fprQaCHC_Or1Vlp-b50qalTkx9PpeQnxBCAdPufXau4kiThTZ-XhneTxwNOIm0t2JGPAN=s0","Haarlemmerpoort (Amsterdam)",,,,,,,
"en-RP-P-OB-20.582","Raampoort",1652,1652,1656,"prent","Reinier Nooms","Reinier Nooms","Cornelis Danckerts (I)",,"Nederland","De Singelgracht met de Raampoort, ter hoogte van Lijnbaansgracht en bolwerk Rijkeroord. Rechts op het bolwerk de  molen de Blom. Op de achtergrond vele andere molens.","http://lh6.ggpht.com/drkh520xBU6wGREthsKBaS1d07vVbibMNaR_1wtbYS3op2UVK3qvuJtDZcAPRZF81n-v-RUNJMYSlULkdwlQvhs1Vw=s0","Raampoort (Amsterdam)",,,,,,,
"en-RP-P-OB-20.584","Heiligewegpoort",1652,1652,1656,"prent","Reinier Nooms","Reinier Nooms",,,"Nederland","De Heiligewegpoort. Stadspoort op de plek waar de Heiligeweg, die liep van Sloten naar de Kapel ter Heilige Stede aan de Kalverstraat, de stad Amsterdam binnen komt.","http://lh4.ggpht.com/51h69TDakehqn7zXpfE-rYsgsY-1AoiPwAo4CRlDGnGPSH9zjvCjEikoLWFcdg11f_uFCDZ8NycSsL4vLuXrIueWaQGk=s0","Heiligewegspoort (Amsterdam)",,,,,,,
"en-RP-P-OB-23.684","Gebouw voor het vuurwerk ter ere van het bezoek van het Russisch gezantschap aan Amsterdam, augustus 1697",1697,1697,1699,"prent","Isaac de Moucheron","Isaac de Moucheron","Pieter van den Berge","Staten van Holland en West-Friesland","Amsterdam","Gebouw voor het vuurwerk ter ere van het bezoek van het Russisch gezantschap met tsaar Peter de Grote aan Amsterdam, 29 augustus 1697. Stellage opgericht in het water bij de Kloveniersdoelen en Kloveniersburgwal.","http://lh3.ggpht.com/v4uOszf11yHkoScAdqJqWVjpR0jNhi4jcGFlqHYsn-R4RgGB19Tt8kSQtWthlUWNo30N_jczezlj-5OerPzTrD6fgEk=s0","Kloveniersdoelen (Amsterdam)","Kloveniersburgwal (Amsterdam)",,,,,,
"en-RP-P-OB-23.685","Hof van Jan Westerhof te Amsterdam",1687,1687,1744,"prent","Isaac de Moucheron","Isaac de Moucheron","Willem van der Hoeven",,"Amsterdam","De hof van Jan Westerhof, bijgenaamd Blauwjan, aan de Kloveniersburgwal te Amsterdam. In het midden van de hof staat een vogelkooi, daar omheen lopende vogels. Bezoekers bekijken de uitheemse dieren. Onderaan in de marge vier drieregelige verzen in het nederlands over de menagerie.","http://lh4.ggpht.com/csoC0mD9i0okd9wYQ0rG9C0ttfu1inU0nXfGgG8iyFlA7zxlERO7aCG7TtrKa5d9NY_yXfuN3sPJ2VZ-L3F5nDw29K4Q=s0","Kloveniersburgwal (Amsterdam)",,,,,,,
"en-RP-P-OB-2365","Uitgebrand huis op de Leidsegracht, 1684",1688,1688,1690,"prent","Joseph Mulder","Jan van der Heyden",,,"Noordelijke Nederlanden","Uitgebrand huis op de Leidsegracht, bij de hoek Herengracht, na de brand op 12 januari 1684 tijdens een zeer strenge vorst. Met toeschouwers staande op het ijs van de bevroren gracht. Plaat 17 in het Brandspuitenboek van Jan van der Heyden.","http://lh6.ggpht.com/4cpCQYc24WIVnUzQTWAbXHaJi9NjkAPTjnPDulHE_nvQm_t02_TPOWlKBLbv4zNAFPKHlPbZJi-SWrpvtbofD3O4x8XZ=s0","Amsterdam","Leidsegracht (Amsterdam)",,,,,,
"en-RP-P-OB-2366","Praalgraf van Michiel Adriaansz. de Ruyter",1677,1677,1738,"prent","Joseph Mulder",,,,"Amsterdam","Het praalgraf van Michiel Adriaansz. de Ruyter in de Nieuwe Kerk te Amsterdam. Links twee toeschouwers.","http://lh6.ggpht.com/2e011eFIfTlGFVs-D6tR8b8wZV_cvE8Gkxics9lZ9ia_2-SXm8uPRk7sLb6w0m3EzBcy0l1FbDEMghlO0WiWLPE8iFF_=s0","Nieuwe Kerk (Amsterdam)",,,,,,,
"en-RP-P-OB-24.006","Intocht van Maria de Médicis te Amsterdam (plaat 1), 1638",1638,1638,1639,"prent","Pieter Nolpe",,,,"Noordelijke Nederlanden","Intocht van de Franse koningin Maria de Médicis te Amsterdam, 31 augustus 1638. Eerste plaat in een ongemonteerd ensemble bestaande uit een titelblad, een portret en zeven bladen van de stoet. De aankomst van de stoet bij de Haarlemmerpoort, voorop drie trompetters.","http://lh5.ggpht.com/FdJNcb8NC8Klz3qfsmn8Q3bVEKbCAqxdi5zz2lpukuv5E1EVdw7V4DB5rN2MuJhqn7iGI2i_jjJ1Xm7a1yFJnIOQ29s=s0","Haarlemmerpoort (Amsterdam)",,,,,,,
"en-RP-P-OB-24.014","Intocht van Maria Henrietta Stuart, prinses van Oranje te Amsterdam (plaat 2)",1660,1660,1662,"prent","Pieter Nolpe","anoniem","Jan Martszen de Jonge",,"Noordelijke Nederlanden","Bezoek van Maria Henrietta Stuart, prinses van Oranje, vergezeld door Amalia van Solms, de jonge prins Willem III en anderen te Amsterdam, 15 juni 1660. De aankomst van de stoet met ruiters bij de Haarlemmerpoort. De voorste ruiter, gemerkt met de letter A, is ritmeester Jan van Waveren. Tweede plaat in een ongemonteerd ensemble van de stoet bestaande uit zeven bladen.","http://lh4.ggpht.com/DDUV05FDWBIYE3pkrysNpwNC3Mp3pzqAruvMZ_cBnsiFM20Y7s_AkVcCvO7yYy3C2IyjHffa41kbxTsjk_USmhd6kQ=s0","Haarlemmerpoort (Amsterdam)",,,,,,,
"en-RP-P-OB-2585","Beurs van Hendrik de Keyser",1611,1611,1611,"prent","Claes Jansz. Visscher (II)",,,,"Amsterdam","Gezicht op de Koopmansbeurs van stadsbouwmeester Hendrick de Keyser te Amsterdam, vanaf de zijde van het Rokin gezien. Op de voorgrond enkele schepen op het water.","http://lh3.ggpht.com/A2lFs952AOIlKjEsLLMk8tZ8cIv2yJCi0M4uR4QLZYJOclxASDtrGF-pJ3SHdDo7hwqjjQu3J3cSzpWfKdc0p_lW7b_K=s0","Beurs van Hendrik de Keyser (Amsterdam)",,,,,,,
"en-RP-P-OB-2591","Beurs van Hendrik de Keyser",1612,1612,1652,"prent","Cornely Joannis","Claes Jansz. Visscher (II)",,,,"Gezicht op de binnenplaats van de Beurs van Hendrik de Keyser te Amsterdam.","http://lh3.ggpht.com/xSjIsphy5J9lmifwy48JwrleoIcKtCpSmPDakYjNmAxoUBIxiJ9RnKjBlxiM3sFG2nDsoAg0sFJvPFyvJsKoUybqiA=s0","Beurs van Hendrik de Keyser (Amsterdam)",,,,,,,
"en-RP-P-OB-2593A","Gezicht op Amsterdam, vanaf het IJ (plaat I)",1612,1612,1652,"prent","anoniem","Claes Jansz. Visscher (II)",,,,"Linkerplaat van 'Gezicht op Amsterdam' met een gedeelte van Amsterdam, gezien vanaf het IJ. Op het IJ varen verschillende schepen en bootjes. Rechts op de achtergrond de Montelbaanstoren.",,"Montelbaanstoren (Amsterdam)","IJ",,,,,,
"en-RP-P-OB-2593C","Gezicht op Amsterdam, vanaf het IJ ( plaat III)",1612,1612,1652,"prent","anoniem","Claes Jansz. Visscher (II)",,,,"Plaat rechtsmidden van 'Gezicht op Amsterdam' met een gedeelte van Amsterdam, gezien vanaf het IJ. Op het IJ varen verschillende schepen en bootjes. Links op de achtergrond het Oude stadhuis op de Dam en de Nieuwe kerk en rechts de Haringpakkerstoren.",,"Haringpakkerstoren (Amsterdam)","Nieuwe Kerk (Amsterdam)","Oude Stadhuis (Amsterdam)",,,,,
"en-RP-P-OB-26.334","Scheepsgevecht op het IJ",1697,1697,1699,"prent","Carel Allard",,,,,"Scheepsgevecht op het IJ in Amsterdam ter ere van het bezoek van Peter I de Grote. Rechts op de achtergrond de Admiraliteitswerf.","http://lh6.ggpht.com/ZHJlnrP2UpvLx868iUuIRclcfjEY79UD1_dSOiEhIakV6eus6R6bHdbi-VsFXW8yNPpmOtloq7gfwxCqGan_GnJRsg=s0","IJ","Amsterdam","Admiraliteitswerf (Amsterdam)",,,,,
"en-RP-P-OB-26.371","De brand in het Oude Stadhuis van Amsterdam, 1652",1652,1652,1652,"prent","Jan de Baen",,,,"Nederland","De brand in het Oude Stadhuis van Amsterdam en enkele naast gelegen panden op 7 juli 1652. Met emmers en ladders wordt gepoogd de brand te blussen, op de Dam grote aantallen toeschouwers. Bij de prent behoort een tekstblad met verzen.","http://lh4.ggpht.com/qrgGZ4vRap8frKDpscTWUKZQHi3KqQYQjnfYCSMFTcEID-2HuelFbnxxnkpI8qDH2K4Td5ieqYlHXnp-ZZPJpB40KHw=s0","Oude Stadhuis (Amsterdam)",,,,,,,
"en-RP-P-OB-269","De Omval",1645,1645,1645,"prent","Rembrandt Harmensz. van Rijn","Rembrandt Harmensz. van Rijn",,,,,"http://lh6.ggpht.com/X9q7fX-7SHIA3rcbTXPAYnZ25dnbCgBe8ZOWhssd2RVhLTs6pdf7QJFOvnbMculs0RyQURc7BH9wR6_lxCi-Pe0w7Q=s0","Omval, De (Amsterdam)",,,,,,,
"en-RP-P-OB-270","De Omval",1645,1645,1645,"prent","Rembrandt Harmensz. van Rijn","Rembrandt Harmensz. van Rijn",,,,,"http://lh4.ggpht.com/jsbCi93uudTtGKNHT_Of9__RY-uz0fa2_7-_rQE3d6igiooIs6_rLcx-WiINsNFN0RjmF6JQISVXRW2TiPQk61MDhELY=s0","Omval, De (Amsterdam)",,,,,,,
"en-RP-P-OB-4251","Overtoom",1650,1650,1650,"prent","anoniem","Roelant Roghman",,,"Noordelijke Nederlanden","Gezicht op de Overtoom. Onderdeel van een serie van zes gezichten in de dorpen waar de troepen van prins Willem II ingekwartierd lagen tijdens het beleg van Amsterdam, van 30 juli tot 4 augustus 1650.","http://lh3.ggpht.com/5hIkHWJkWsnm0jwuqZkQUJT6NhvLbvsk18Xr4D-8hHkg-jn5jkHXRvprnSZGXr60f3PSnII6oicQg0u2Q-RGFUnh9Ts=s0","Overtoom (Amsterdam)",,,,,,,
"en-RP-P-OB-44.178","Begrafenis van Michiel de Ruyter, 1677",1685,1685,1685,"prent","Jan Luyken","Jan Claesz ten Hoorn","Jan Bouman",,"Amsterdam","In de marge onder de voorstelling een gedrukte Nederlandse tekst in vijf kolommen.","http://lh6.ggpht.com/e4F8rlfKg9xreIEKo2rspP_j9H3wxIivVNlurLAl8rLjj2XNlrjtZ-iRJrOMQxXHg7GBaxQdoLkreh6O8KWtIw-j1Vs=s0","Dam (Amsterdam)","Nieuwe Kerk (Amsterdam)",,,,,,
"en-RP-P-OB-44.293","Willem Jansz. beklimt de brandstapel te Amsterdam, 1569",1685,1685,1685,"prent","Jan Luyken","Jan Luyken","Jacobus van der Deyster","Herman van den Bergh","Amsterdam",,"http://lh6.ggpht.com/Mzz4lCXb6Eno3Q1znyKTH03Phbsi2Bh6r8CD6mDWbhrsLKdIHNXzhJD3oxTlF0u5ZoYU04MTcXOUIgS0dk-xXMobR8E=s0","Oude Stadhuis (Amsterdam)","Dam (Amsterdam)",,,,,,
"en-RP-P-OB-44.296","Anneken Hendriks, op een ladder gebonden, te Amsterdam verbrand, 1571",1685,1685,1685,"prent","Jan Luyken","Jan Luyken","Jacobus van der Deyster","Herman van den Bergh","Amsterdam",,"http://lh5.ggpht.com/mRO9WK7lLL1iWp13jR9l1nCVY7hYER3IDUno9mMasWiZ-hfzoIzlHZXzS4AI_aCVwNOl2xTYPX4zi8Llkf1NLjAHrxs=s0","Oude Stadhuis (Amsterdam)","Dam (Amsterdam)",,,,,,
"en-RP-P-OB-44.423","Jacob van Campen met mijter op hoofd op het schavot te Amsterdam, 1535",1692,1692,1692,"prent","Jan Luyken","Jan Luyken","Abraham Wolfgang","Johannes Janssonius van Waesberge (II)","Amsterdam","Jacob van Campen zit met een mijter op hoofd op het schavot te Amsterdam, 1535. Zijn tong wordt uitgerukt. Beneden op de Dam een brandstapel en een grote menigte.","http://lh6.ggpht.com/_NK8NsqP_9J4I47GZfGZJp2kxHCaD82t0qvS22TFiXE4dLuKwbO0FPlTOh3W5vl6wYnGFb0Uksaibsbck5jcSiDeZrhz=s0","Oude Stadhuis (Amsterdam)",,,,,,,
"en-RP-P-OB-44.424","Jacob de Geldersman en Dirk Pietersz. Smuel op de Dam op de brandstapel, 1546",1693,1693,1693,"prent","Jan Luyken","Abraham Wolfgang","Johannes Janssonius van Waesberge (II)","Dirk Boom (I, wed.)","Amsterdam","Dopers Jacob de Geldersman en Dirk Pietersz. Smuel op de Dam te Amsterdam op ladders verbrand op de brandstapel, 1546.","http://lh5.ggpht.com/8wRVxPv7ALQOmhaa4EYGXz05aI0Kk34uANFqxSPnZS_5_b6zImFillrp7thRJPTWTtqGr0KYRTbxS4bfwnwm9UfP8hfj=s0","Oude Stadhuis (Amsterdam)","Dam (Amsterdam)",,,,,,
"en-RP-P-OB-44.426","Pieter Pietersz. Bekjen predikt aan acht personen in een roeibootje op de Amstel, 1568",1693,1693,1693,"prent","Jan Luyken","Abraham Wolfgang","Johannes Janssonius van Waesberge (II)","Dirk Boom (I, wed.)","Amsterdam","Pieter Pietersz. Bekjen predikt aan acht personen staande in een roeibootje op de Amstel, 1568. In de verte de stadsmuren en de toren Swygh Utrecht.","http://lh5.ggpht.com/8J9eKwMp96S5Qb2F4o8BT90vEPfwYpEUDKg3tds6j0p4_ZoOdx-tLShSTsbI_8A6TwQGJL5c7zF6_QQbfLLuAIg5Hl8=s0","Amsterdam","Amstel","Swygh Utrecht (Amsterdam)",,,,,
"en-RP-P-OB-4576","Gezicht op de Dam te Amsterdam",1654,1654,1654,"prent","Jacob van der Ulft","Jacob van der Ulft","Gijsbert van Zijll","Stad Amsterdam","Gorinchem","Vooraanzicht van de Dam, met het paleis, de waag en de Nieuwe Kerk. Links de zaak van Hendrick Hondius II, 'de Wackere Hond', met een hond als beeldmerk op de gevel.","http://lh4.ggpht.com/d7G41JxEXkILQ6xIafCfC5uNDDbZXFCazbrSRXySrMGpfsnN9Y637o0opW6a7kUuN3ErXj_GLk85Xfr1h1hQDjWeLv8=s0","Dam (Amsterdam)","Koninklijk Paleis (Amsterdam)","Waag op de Dam (Amsterdam)",,,,,
"en-RP-P-OB-46.457","Huis de Omval aan de Amstel",1671,1671,1671,"prent","Johannes Leupenius","Carel Allard",,,,"Gezicht op Huis de Omval, gelegen op de punt van de gelijknamige landtong tussen de zuidelijke arm van de ringvaart van de Watergraafsmeer en de Amstel. Rechts op de voorgrond drie converserende figuren. De prent maakt deel uit van een zesdelige serie met voorstellingen van aan de Vecht en Amstel gelegen kastelen en herbergen.","http://lh3.ggpht.com/ySXapNbf5huFVCnC_PXp8Xz59SGjSWkctTu7RmhL8S2FooZ-H4jAxFSS_wYF-GP_fzKR7qBEfYbOBb4FItMg53g2TfI=s0","Omval, De (Amsterdam)","Amstel",,,,,,
"en-RP-P-OB-46.815","Grondplan voor de verbouwing van de Schouwburg te Amsterdam, 1658",1658,1658,1658,"prent","Willem van der Laegh","Willem van der Laegh","Joost van den Vondel","Jan Vos","Noordelijke Nederlanden","Plattegrond van de verbouwing in 1658 van de Schouwburg te Amsterdam, gesticht in 1637. In het midden twee verzen ter nagedachtenis van raadsheer Nicolaes van Kampen, stichter van de schouwburg in 1637.","http://lh5.ggpht.com/gHIrtCG6ddHekIClojETVOSvKpOpm5MU-86_vDXFcDHa96A5KHLmlXa1D4c8gaRnpbmoYYmIo583XSJOnCK8KNyNDaM=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-RP-P-OB-46.816","Grondplan voor de verbouwing van de Schouwburg te Amsterdam, 1658",1658,1658,1658,"prent","Willem van der Laegh","Willem van der Laegh","Joost van den Vondel","Jan Vos",,"Plattegrond van de verbouwing in 1658 van de Schouwburg te Amsterdam, gesticht in 1637. In het midden twee verzen ter nagedachtenis van raadsheer Nicolaes van Kampen, stichter van de schouwburg in 1637.","http://lh3.ggpht.com/BEn0jUgQxYHfqWC5W26ftKWvvsXDQMW7voX5cJW2BGYaRiq5i2qGr1r-rx7icj0QefZ7NczmVJq3a3P_qsGJP8ggny8=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-RP-P-OB-48.675","Portret van Haasje Klaas",1708,1708,1780,"prent","Jacob Houbraken",,,,"Amsterdam","Buste van Haasje Klaas in een ovaal. Het portret rust op een plint waarop haar naam en gegevens in drie regels in het Nederlands.","http://lh6.ggpht.com/eMv2TfLTjXzQXAiZ7pI0tt5wzqktTp0NyijHVC0TX2Vj1k8VG5VchbPT-HBKHycBIQZoyDXeTE9UgNjc1vk7Q3uWEEw=s0","Burgerweeshuis (Amsterdam)",,,,,,,
"en-RP-P-OB-50.702","IJsgezicht nabij Sloten, 1624",1722,1722,1784,"prent","Simon Fokke",,,,"Amsterdam","IJsgezicht nabij Sloten met op de voorgrond een jager en een visser. Op het ijs worden personen per slee vervoerd. Geheel rechts doet een man zijn behoefte op het ijs.","http://lh5.ggpht.com/huT7tjTSWP8d18TH7LkHmFlRnf_rv81kvhsXqH8W7V4z5XUwxTJQBhfBC_qx-8_En0N8YWjICbM0XPjbyFrgUBGLBJDp=s0","Sloten (Amsterdam)",,,,,,,
"en-RP-P-OB-50.703","IJsgezicht nabij Sloten, 1624",1722,1722,1784,"prent","Simon Fokke",,,,"Amsterdam","IJsgezicht nabij Sloten met op de voorgrond een jager en een visser, 1624. Op het ijs worden personen per slee vervoerd. Geheel rechts doet een man zijn behoefte op het ijs.","http://lh6.ggpht.com/5Bb3N88RUCLPlElzbwZJWAVy2pm7D1T49E9aMirJ0qPLbpAQyCSMyfkEKO43g8A06uVxT1jo3sjabL0_WIyQfSkQQ8ds=s0","Sloten (Amsterdam)",,,,,,,
"en-RP-P-OB-50.961","Vier episodes uit de vaderlandse geschiedenis",1722,1722,1784,"prent","Simon Fokke",,,,"Amsterdam","Onversneden blad met vier voorstellingen uit de vaderlandse geschiedenis. Van links naar rechts: Doorbraak van de St. Anthonisdijk; Maarten Harpertszoon Tromp gedood door een kogel; Oude stadhuis te Amsterdam in brand; Begrafenisstoet voor Willem II, prins van Oranje.","http://lh4.ggpht.com/EJAzUfCsmpMfUS0PY1o4RtTgWgrc8eUg0zoMaumqwjAZAC0nBNPKJ64uhC5HTGqQD_H0i64dNsg97ScpdjhM9N235K0=s0","Oude Stadhuis (Amsterdam)",,,,,,,
"en-RP-P-OB-51.219","Inwijding van de Synagoge van de Portugese Joden te Amsterdam, 1675",1721,1721,1721,"prent","Bernard Picart",,,,"Amsterdam","Plechtigheden tijdens het inwijden van de Portugees-Israëlitische Synagoge op 10 augustus 1675. De hele ruimte staat vol met bezoekers. In het midden achter een lessenaar de priester. Hij houdt de wetslezing ter herdenking van de inwijding.","http://lh5.ggpht.com/_P5rKXXIPaKSVFr2FPwjQVjRqsqB-auJx1T-z1hD4R1PgHIGGWQrYIQijcX_UC79MCO9UewNgPsqJfK-xqTNm2RJd3Y=s0","Portugese Synagoge (Amsterdam)",,,,,,,
"en-RP-P-OB-51.700","Viering van Soekot of het Loofhuttenfeest",1724,1724,1724,"prent",,,,,"Amsterdam","Blad met twee voorstellingen van joodse gebruiken tijdens de viering van Soekot of het Loofhuttenfeest. Boven: In de Portugese Synagoge te Amsterdam wordt een processie rond het podium met de lessenaar gehouden, waarbij de mannen in de ene hand verschillende takken houden en in de andere hand een vrucht, de etroch. Op het podium staan meerdere mannen met een Thorarol. Onder: In een loofhut gebruikt een Joodse familie de maaltijd bij de viering van Soekot of het loofhuttenfeest.","http://lh5.ggpht.com/7lQ9efY3PYEj7PQVzaJ2WQhBPzrIyc_vKs9BmnKJkA6od0OZnB9qUT5myHrR3PB5lWMd1NLsQhzEtqsgJ1s7QFAdAlZ8=s0","Portugese Synagoge (Amsterdam)",,,,,,,
"en-RP-P-OB-51.701","Blazen van de ramshoorn op joods nieuwjaar / Viering van Grote Verzoendag",1725,1725,1725,"prent","Bernard Picart",,,,"Amsterdam","Blad met twee voorstellingen van joodse gebruiken in de synagoge bij de viering van feesten. Boven: In de Portugese Synagoge te Amsterdam wordt op de ramshoorn geblazen ter gelegenheid van Joods Nieuwjaar of Rosj Hasjana. Onder: In de Hoogduitse Synagoge te Amsterdam hebben de mannen hun hoofden bedekt bij de viering van Grote Verzoendag of Jom Kipoer.","http://lh5.ggpht.com/NNQr1LrXaLeW4OyjojrZB_38yk2TQzbRaFSqqn2a-I5_uyb9z-gdNKbJPJfVwC8UvlbkDCm7K71jHFtN15yXfQF_xj6C=s0","Hoogduitse Synagoge (Amsterdam)",,,,,,,
"en-RP-P-OB-52.217","Vier verschillende kerken en synagogen te Amsterdam",1723,1723,1723,"prent","Anna Folkema",,,,,"Vier genummerde kerken en synagogen te Amsterdam: Lutherse Kerk, Nieuwe Lutherse Kerk, Hoogduitse Synagoge, Portugese Synagoge. Prent links- en rechtsboven gemerkt: II. Deel. 2. Boek - Pag. 83.","http://lh4.ggpht.com/FQtpIz7RWtZyzNHVFDSq58_9cPDYcuXb-qxxIz2PBTSjpkRLRcgyHO0StKDvJEdbowOy9n1tUkYdHCIzlUi1v835vg=s0","Oude Lutherse Kerk (Amsterdam)","Nieuwe Lutherse Kerk (Amsterdam)","Hoogduitse Synagoge (Amsterdam)","Portugese Synagoge (Amsterdam)",,,,
"en-RP-P-OB-52.833","Poort van de Hortus Medicus van Amsterdam",1680,1680,1731,"prent","Jan Goeree","Jan Goeree",,,"Amsterdam","De poort van de Hortus Medicus van Amsterdam, een tuin met medicinale planten. Links staat de personificatie van de geneeskunde. Rechts staat een naakte jongeling naast een pot met een boompje. Boven de poort twee engelen in de wolken. Ze dragen samen de toegangsmedaille van de kruidentuin.","http://lh4.ggpht.com/_BISuVgcdxsCnqXxEnr2T4vLO8byq7bSr_U0zmG2A9KC9QQHHnnOv_3DVvaFTq2hS3y967MzUoIONLz3ITexvbYmkUU=s0","Hortus Medicus (Amsterdam)",,,,,,,
"en-RP-P-OB-55.250","Preekstoel in de Nieuwe Kerk in Amsterdam",1664,1664,1673,"prent","Pieter Holsteyn (II)","Jan van der Heyden",,,,"Gezicht op de preekstoel in de Nieuwe Kerk te Amsterdam van Albert Jansz. Vinckenbrinck. Rechts op de voorgrond een moeder met een kind en links een staande man.","http://lh3.ggpht.com/jqUho2haAGftee1Fwl2YoPPN0Y0HTPvuTxKTJajgNsIaHsEVkWzXaBq3Mw16O8Vgpsl_g6S4JFNqVevihXo1GRbqN7HJ=s0","Nieuwe Kerk (Amsterdam)",,,,,,,
"en-RP-P-OB-55.389","Brand in het Oude Stadhuis van Amsterdam, 1652",1688,1688,1690,"prent","Jan van der Heyden","Jan van der Heyden","Jan Rieuwertsz. (II)",,"Amsterdam","De brand in het Oude Stadhuis van Amsterdam en enkele naast gelegen panden op 7 juli 1652. Ter illustratie van de oude en nieuwe manier van brandblussen. Onderaan de voorstelling een handgeschreven vierregelige tekst in het Nederlands links en in het Frans rechts. Met handgeschreven letters in de voorstelling.","http://lh6.ggpht.com/t2SnsJfh4N6d0dHhcY0NI-0Gh5u-E7k0hVT0YFTu2YMQvv88LYxpxXwvjCt1OeN4s4-bG3ywx5dXEyItosIpy0p4YLI=s0","Oude Stadhuis (Amsterdam)",,,,,,,
"en-RP-P-OB-55.390","Uitgebrande huizen in de Goudsbloemstraat te Amsterdam, 1682",1688,1688,1690,"prent","Jan van der Heyden","Jan Rieuwertsz. (II)",,,,"Twee uitgebrande maar staande gebleven huizen in de Goudsbloemstraat te Amsterdam, na de brand op 25 december 1682. Tegendruk van de prent, met onderschrift van drie regels in het Nederlands en drie regels in het Frans.","http://lh3.ggpht.com/SBzuELhNzIAGXm_cmgaVjTwKkFu3L0DNP_Qkc_Ob0dnz_TN-IlR6mrCJfksFoMdj9FIBGfx_3Nj8ErT5YynHQerGkBg=s0","Amsterdam","Goudsbloemstraat (Amsterdam)",,,,,,
"en-RP-P-OB-55.391","Uitgebrand huis op de Herengracht, 1683",1690,1690,1690,"prent","Jan van der Heyden","Jan Rieuwertsz. (II)",,,,"Een huis op de Herengracht waar in de nacht van 25 op 26 april 1683 brand gewoed heeft, maar dat door tijdig blussen behouden is gebleven. Links ligt de brug voor de Hartenstraat. Onder de voorstelling een vierregelige tekst in het Nederlands links en in het Frans rechts.","http://lh5.ggpht.com/D_3VOsFGqsk1ce9QFGPdu8izOA40GkP5EDmRBQsrxIUo7u0guAJr9J1iA4xNKEm3L9EqYkdATu7AfLY7PKQpl1_UjA=s0","Amsterdam","Herengracht (Amsterdam)",,,,,,
"en-RP-P-OB-59.590","Executies en oproer op de Dam, 1748",1748,1748,1748,"prent","Jan Smit (II)","Steven van Esveldt",,,"Amsterdam","Gezicht op de Dam met het stadhuis, de Nieuwe Kerk, de Waag en het Damrak, met het schieten door de burgerwacht in de rijen van de opdringende toeschouwers op de Dam, 28 juni 1748. Aan de Waag hangen de lichamen van de terechtgestelde man en een vrouw (Piet van Dort en de citroen- en gedroogde scholverkoopster Mat van den Nieuwendijk) wegens hun rol in het Pachtersoproer. Op het blad onder de plaat een beschrijving van de gebeurtenissen in twee kolommen.","http://lh4.ggpht.com/3-3uJFO-tpl6zKgbVh6epPvDkMbbSzldKMOhFoH0jScbNqa4BykZ7SJA65KRRBZX0og47Uia-UdcyRJngosExK0Rlcff=s0","Dam (Amsterdam)","Stadhuis op de Dam (Amsterdam)","Waag op de Dam (Amsterdam)",,,,,
"en-RP-P-OB-61.287","Gezicht op de Kloveniersdoelen te Amsterdam",1665,1665,1665,"prent","Zacharias Webber (II)",,,,"Amsterdam",,"http://lh5.ggpht.com/1kSNiGv1VouUdEJ3wq7r1mqivKUQVPYIRATHikjz-PlqyvTOF_-C2uTcjRobDiCpxL1wyAjcVcITC3G30E9EVVQebg=s0","Kloveniersdoelen (Amsterdam)",,,,,,,
"en-RP-P-OB-61.288(R)","Gezicht op het Oudezijds Heerenlogement te Amsterdam",1665,1665,1665,"prent","Zacharias Webber (II)",,,,"Amsterdam",,"http://lh4.ggpht.com/NYova57kyNA0lmtLXhwMOehVQamBGqoqWG18X9X5yCtVARkzP1ZmyBc1RZH7pGiLyxGBfzx_vFwXq7Y9dp3pQZH9s4zq=s0","Oudezijds Heerenlogement (Amsterdam)",,,,,,,
